Page,Section,Family,EnglishCommon,LatinSpecies,Length,Voice,,
496,Spizella,Spizella,Brewer's Sparrow,Spizella breweri,14cm,"Song is a series of varied bubbling notes and buzzy trills at different pitches; often sings in spring on winter grounds and on migration. Song of taverneri differs: overall higher pitched, less buzzy, lacks descending ""sweet"" notes. Call is a thin ""sip"", like Clay-colored Sparrow.",,
498,Spizella,Spizella,Black-chinned Sparrow,Spizella atrogularis,15cm,"Song, an accelerating series of sweet notes; call, a high, thin ""seep"".",,
498,Spizella,Spizella,Vesper Sparrow,Pooecetes gramineus,16cm,"Song is rich and melodious: two long, slurred notes followed by two higher notes, then a series of short, descending trills. One call is a thin, Spizella-like ""seep"".",,
498,Spizella,Spizella,Lark Bunting,Calamospiza melanocorys,18cm,"Call, a whistled ""hoo-ee"". Song consists of rich whistles and trills.",,
498,Spizella,Spizella,Lark Sparrow,Chondestes grammacus,17cm,"Song with two loud, clear notes, followed by a series of rich, melodious notes and trills and unmusical buzzes. Call a sharp ""tsip"".",,
498,Spizella,Spizella,Five-striped Sparrow,Amphispiza quinquestriata,15cm,"Often sings from conspicuous perch. Song, series of paired phrases preceded by a few introductory notes. Call, loud, hollow ""tchep"".",,
500,Spizella,Spizella,Black-throated Sparrow,Amphispiza bilineata,14cm,"Song is rapid and high pitched: two clear notes followed by a trill. Calls are faint, tinkling notes.",,
500,Spizella,Spizella,Bell's Sparrow,Artemisiospiza belli,16cm,"Song of belli, a series of jumbled notes, like a cross of Blue Grosbeak and Rufous-crowned Sparrow. Song of canescens differs, perhaps variable; more study needed. Calls similar to Sagebrush.",means Sagebrush Sparrow here,
500,Spizella,Spizella,Sagebrush Sparrow,Artemisiospiza nevadensis,15cm,"Song is a strongly defined, pulsating pattern of rising and falling phrases, seemingly in a minor key. Twittering call of thin, juncolike notes.",,
500,Spizella,Spizella,Savannah Sparrow,Passerculus sandwichensis,14cm,"Song begins with two or three chip notes, followed by two buzzy trills. Distinctive flight call is a thin ""seep"". Song of rostratus has short, high introductory notes, followed by about three rich, buzzy ""dzeeee"" notes; call is a soft, metallic ""zink"".",,
502,Ammodramus,Ammodramus,Grasshopper Sparrow,Ammodramus savannarum,13cm,"Typical song is one or two high chip notes followed by a brief, grasshopper-like ""buzz""; also sings a series of varied squeaky and buzzy notes.",,
502,Ammodramus,Ammodramus,Baird's Sparrow,Ammodramus bairdii,14cm,"Song consists of two or three high, thin notes, followed by a single warbled note and a low trill.",,
502,Ammodramus,Ammodramus,Henslow's Sparrow,Ammodramus henslowii,13cm,"Distinctive song, a short ""se-lick"", accented on second syllable.",,
504,Ammodramus,Ammodramus,Saltmarsh Sparrow,Ammodramus caudacutus,13cm,"Song softer, more complex than Nelson's.",means Nelson's Sparrow here,
504,Ammodramus,Ammodramus,Le Conte's Sparrow,Ammodramus leconteii,13cm,"Song is a short, high, insectlike buzz.",,
504,Ammodramus,Ammodramus,Nelson's Sparrow,Ammodramus nelsoni,12cm,"Song, a wheezy ""p-tssssshh-uk"", ends on a lower note.",,
504,Ammodramus,Ammodramus,Seaside Sparrow,Ammodramus maritimus,15cm,"Song like Red-winged Blackbird, but buzzier.",,
506,Melospiza,Melospiza,Lincoln's Sparrow,Melospiza lincolnii,15cm,"Two call notes: a flat ""tschup"", repeated in a series as an alarm call; and a sharp, buzzy ""zeee"". Rich, loud song, a rapid, bubbling trill.",,
506,Melospiza,Melospiza,Song Sparrow,Melospiza melodia,13-17cm,"Typical song has three or four short clear notes followed by a buzzy ""tow-wee"", then a trill. Distinctive call note is a nasal, hollow ""chimp"".",,
506,Melospiza,Melospiza,Swamp Sparrow,Melospiza georgiana,15cm,"Typical song is a slow, musical trill, all on one pitch. Two call notes: a prolonged ""zeee"", softer than Lincoln's Sparrow, and an Eastern Phoebe-like ""chip"".",,
506,Melospiza,Melospiza,Fox Sparrow,Passerella iliaca,18cm,"Songs are sweet, melodic in northern Red group; include harsher trills in ssp. Thick-billed ssp. give a sharp ""chink"" call, like California Towhee; others give a ""tschup"" note, like Lincoln's Sparrow but louder, though in ""Slate-colored"" call is a little different, more of a ""tewk"", and slightly downslurred.",,
508,Zonotrichia,Zonotrichia,Harris's Sparrow,Zonotrichia querula,19cm,"Song is a series of long, clear, quavering whistles, often beginning with two notes on one pitch followed by two notes on another pitch. Calls include a loud ""wink"" and a drawn-out ""tseep"".",,
508,Zonotrichia,Zonotrichia,White-throated Sparrow,Zonotrichia albicollis,17cm,"Song is a thin whistle, generally two single note followed by three triple notes: *pure sweet Canada Canada Canada*, often heard in winter. Calls include a sharp ""pink"" and a drawn-out, lisping ""tseep"".",,
508,Zonotrichia,Zonotrichia,White-crowned Sparrow,Zonotrichia leucophrys,18cm,"Songs for all ssp. are often heard in winter; three of the ssp. (oriantha, pugetensis, and nuttalli) give one or more thin, whistled notes followed by a sweet twittering trill; resident coastal nuttalli is particularly geographically variable in song dialects, even from immediately adjacent areas; leucophrys and gambelii give a more mournful song with no trill at the end. Calls include a loud ""pink"", sharper and more downslurred in oriantha, and sharp ""tseep"".",,
508,Zonotrichia,Zonotrichia,Golden-crowned Sparrow,Zonotrichia atricapilla,18cm,"Song is a series of three or more plaintive, whistled notes: *oh dear me*. Calls include a soft ""tseep"" and a flat ""tsick"".",,
512,Junco,Junco,Dark-eyed Junco,Junco hyemalis,16cm,"Song is a musical trill on one pitch, often heard in winter. Varied calls include a sharp ""dit""; in flight, a rapid twittering. Some songs and calls of ""Gray-headed"" dorsalis are more suggestive of Yellow-eyed Junco.",,
512,Junco,Junco,Yellow-eyed Junco,Junco phaeonotus,16cm,"Song is a variable series of clear, thin whistles and trills. Calls includea high, thin ""seep"", similar to Chipping Sparrow.",,
514,Emberiza,Emberiza,Pine Bunting,Emberiza leucocephalos,17cm,NA,,
514,Emberiza,Emberiza,Yellow-browed Bunting,Emberiza chrysophrys,15cm,"Call is a short ""ziit"".",,
514,Emberiza,Emberiza,Little Bunting,Emberiza pusilla,13cm,"Call note is a sharp ""tsick"".",,
514,Emberiza,Emberiza,Rustic Bunting,Emberiza rustica,15cm,"Call note is a hard, sharp ""jit"" or ""tsip"". Song, a soft, bubbling warble.",,
514,Emberiza,Emberiza,Yellow-throated Bunting,Emberiza elegans,15cm,NA,,
516,Emberiza,Emberiza,Yellow-breasted Bunting,Emberiza aureola,15cm,"Call is a ""tzip"", similar to Little Bunting.",,
516,Emberiza,Emberiza,Gray Bunting,Emberiza variabilis,17cm,"Call is a sharp ""zhii"".",,
516,Emberiza,Emberiza,Reed Bunting,Emberiza schoeniclus,15cm,"Call is a ""seeoo"", falling in pitch; flight note, a hoarse ""brzee"".",,
516,Emberiza,Emberiza,Pallas's Bunting,Emberiza pallasi,13cm,"Call, a ""cheeep"", recalls Eurasian Tree Sparrow, very unlike Reed.",,
518,Cardinals/Allies,Cardinalidae,Hepatic Tanager,Piranga flava,20cm,"Song suggests Black-headed Grosbeak. Call of northern ssp. is a single low, sharp ""chuck"", unlike all other Piranga tanagers.",,
518,Cardinals/Allies,Cardinalidae,Summer Tanager,Piranga rubra,20cm,"Song is robinlike; call is a staccato ""ki-ti-tuck"".",,
518,Cardinals/Allies,Cardinalidae,Scarlet Tanager,Piranga olivacea,18cm,"Robinlike song (hoarser than Summer Tanager) of raspy notes, ""querit queer query querit queer"", is heard in deciduous forests. Call is a hoarse ""chip-burr""; sometimes just first part is given.",,
520,Cardinals/Allies,Cardinalidae,Western Tanager,Piranga ludoviciana,18cm,"Song is like Scarlet Tanager. Call is a ""pit-er-ick""; also a whistled upslurred, questioning ""wheet"" flight call.",,
520,Cardinals/Allies,Cardinalidae,Flame-colored Tanager,Piranga bidentata,18cm,"Song similar to Western and Scarlet Tanagers; call is a low-pitched ""preeck"", also like Western but huskier.",,
520,Cardinals/Allies,Cardinalidae,Crimson-collared Grosbeak,Rhodothraupis celaeno,22cm,"Song is a variable warble; call is a penetrating, rising and falling ""seeiyu"", also a double-whistled note.",,
522,Cardinals/Allies,Cardinalidae,Northern Cardinal,Cardinalis cardinalis,22cm,"Song is a loud, liquid whistling with many variations, including ""cue cue cue"" and ""cheer cheer cheer"" and ""purty purty purty"". Both sexes sing almost year-round. Common call is a sharp ""chip"".",,
522,Cardinals/Allies,Cardinalidae,Pyrrhuloxia,Cardinalis sinuatus,22cm,"Song is a liquid whistle, thinner and shorter than Northern Cardinal; call is a sharper, more metallic ""chink"".",,
522,Cardinals/Allies,Cardinalidae,Dickcissel,Spiza americana,16cm,"Common call, often given in flight, is a distinctive electric-buzzer ""bzrrrrt"". Song is a variable ""dick dick dickcissel"".",,
524,Cardinals/Allies,Cardinalidae,Rose-breasted Grosbeak,Pheucticus ludovicianus,20cm,"Rich, warbled songs of Rose-breasted and Black-headed are nearly identical, but Rose-breasted's call, a sharp ""eek"", is squeakier.",means Black-headed Grosbeak here,
524,Cardinals/Allies,Cardinalidae,Black-headed Grosbeak,Pheucticus melanocephalus,21cm,"Songs of Black-headed and Rose-breasted are nearly identical, but Black-headed's ""ik"" call is lower pitched. Juvenile's begging call, a two-part, downslurred ""swee-o"", is a characteristic sound in mid- to late summer, even from southbound migrants.",,
524,Cardinals/Allies,Cardinalidae,Yellow Grosbeak,Pheucticus chrysopeplus,23cm,Call and song quite similar to Black-headed Grosbeak.,,
526,Cardinals/Allies,Cardinalidae,Blue Bunting,Cyanocompsa parellina,14cm,"Chip notes of parellina group of ssp. are strongly suggestive of Hooded Warbler; indigotica gives a high ""ssip"" call. Song, seldom heard in TX, is a short warble with a longer introductory note.",,
526,Cardinals/Allies,Cardinalidae,Blue Grosbeak,Passerina caerulea,17cm,"Listen for distinctive call, a loud, explosive ""chink"". Song is a series of rich, rising and falling warbles.",,
526,Cardinals/Allies,Cardinalidae,Painted Bunting,Passerina ciris,14cm,"Song is a rapid series of varied phrases, thinner and sweeter than Indigo Bunting. Call is a loud, rich ""chip"".",,
528,Cardinals/Allies,Cardinalidae,Varied Bunting,Passerina versicolor,14cm,"Song is similar to Painted Bunting. Call is similar to Indigo Bunting, but slightly smoother.",,
528,Cardinals/Allies,Cardinalidae,Indigo Bunting,Passerina cyanea,14cm,"Song is a series of varied phrases, usually paired. Calls include a sharp ""pit"" or ""spitch""; flight call is a dry buzz.",,
528,Cardinals/Allies,Cardinalidae,Lazuli Bunting,Passerina amoena,14cm,"Song is a series of varied phrases, sometimes paired; faster and less strident than Indigo Bunting.",,
530,Blackbirds,Icteridae,Eastern Meadowlark,Sturnella magna,24cm,"Song is a clear, whistled ""see-you see-yeeer""; distinctive call is a high, buzzy ""drzzt"", given in a rapid series in flight.",,
530,Blackbirds,Icteridae,Western Meadowlark,Sturnella neglecta,24cm,"Song is a series of bubbling, flutelike notes of variable length, usually accelerating toward the end. Sharp ""chuck"" note; rattled flight call similar to Eastern, but lower pitched; also gives a whistled ""wheet"".",,
532,Blackbirds,Icteridae,Bobolink,Dolichonyx oryzivorus,18cm,"Male's loud, bubbling ""bob-o-link"" song, often given in flight, is heard in spring and summer. Flight call heard year-round and carrying a great distance is a repeated, whistled ""ink"". Also gives a blackbird-like ""chuck"" call.",,
532,Blackbirds,Icteridae,Red-winged Blackbird,Agelaius phoeniceus,22cm,"Song is a liquid, gurgling ""konk-la-reee"", ending in a trill. Most common call is a ""chack"" note.",,
532,Blackbirds,Icteridae,Tricolored Blackbird,Agelaius tricolor,22cm,"Song is a harsh, braying ""on-ke-kaaangh""; lacks Red-winged's liquid tones. Call lower pitched than Red-winged.",,
534,Blackbirds,Icteridae,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,24cm,"Song begins with a harsh, rasping note, ends with a long, descending buzz. Call note is a distinctive rich ""croak"".",,
534,Blackbirds,Icteridae,Rusty Blackbird,Euphagus carolinus,23cm,"Call is a low ""tschak""; song, a high, squeaky ""koo-a-lee"". Female sings as well, although her song is not as well described.",,
534,Blackbirds,Icteridae,Brewer's Blackbird,Euphagus cyanocephalus,23cm,"Typical call is a low ""check""; song, a wheezy ""que-ee"" or ""k-seee"".",,
536,Blackbirds,Icteridae,Common Grackle,Quiscalus quiscula,32cm,"Song is a short, creaky ""koguba-leek""; call note, a loud, deep ""chuck"".",,
536,Blackbirds,Icteridae,Boat-tailed Grackle,Quiscalus major,37cm,"Calls include a quiet ""chuck"" and a variety of rough squeaks, rattles, and other chatter. Most common song is a series of harsh ""jeeb"" notes.",,
536,Blackbirds,Icteridae,Great-tailed Grackle,Quiscalus mexicanus,38cm,"Songs include clear whistles and loud ""clack"" notes; show marked geographical variation between eastern prosopidicola and western nelsoni. Call note is a low ""chut"" and a louder ""clack"".",,
538,Blackbirds,Icteridae,Shiny Cowbird,Molothrus bonariensis,19cm,"Song, whistled notes followed by trills. Male's high-pitched sweet flight call is not like other cowbird. Other call a soft ""chup""; females give a chatter.",,
538,Blackbirds,Icteridae,Brown-headed Cowbird,Molothrus ater,19cm,Male's song is a squeaky gurgling. Calls include a harsh rattle and squeaky whistles.,,
538,Blackbirds,Icteridae,Bronzed Cowbird,Molothrus aeneus,22cm,"Call is a harsh, guttural ""chuck"". Song is wheezy and buzzy, often delivered by displaying male in spectacular 'helicopter' fluttery flight over an often indifferent-looking female. The collective whistles of roosting males in winter can suggest European Starlings. Females give a rattle.  Vocalizations show some geographic variation.",,
540,Blackbirds,Icteridae,Orchard Oriole,Icterus spurius,18cm,"Calls include a sharp ""chuck"". Song is a loud, rapid burst of whistled notes, downslurred at the end.",,
540,Blackbirds,Icteridae,Hooded Oriole,Icterus cucullatus,20cm,"Calls include a distinctive whistled, rising ""wheet""; song is a series of whistles, trills, and rattles.",,
540,Blackbirds,Icteridae,Streak-backed Oriole,Icterus pustulatus,21cm,"""Wheet"" call is softer than Hooded Oriole and does not rise in pitch. Chatter call resemble Baltimore Oriole.",,
542,Blackbirds,Icteridae,Black-vented Oriole,Icterus wagleri,22cm,"Call is a nasal ""nyeh"", often repeated.",,
542,Blackbirds,Icteridae,Spot-breasted Oriole,Icterus pectoralis,24cm,"Male's song, heard throughout the year, is a long, loud series of melodic whistles. Female sings a less complex song. Call is a nasal ""nyeh"", a sharp ""whip""; also a nasal chatter call.",,
542,Blackbirds,Icteridae,Altamira Oriole,Icterus gularis,25cm,"Calls include a low, raspy ""ike ike ike""; song is a series of clear, varied whistles.",,
542,Blackbirds,Icteridae,Audubon's Oriole,Icterus graduacauda,24cm,"Song is a serie of soft, tentative, three-note warbles. Both sexes sing. Call is a nasal ""nyyyee"" and a high-frequency buzz.",,
544,Blackbirds,Icteridae,Baltimore Oriole,Icterus galbula,21cm,"Common call is a rich ""hew-li""; also gives a series of rattles different in quality (drier) and more stuttery than Bullock's series of ""cheh"" notes. Song is a musical, irregular sequence of ""hew-li"" and other notes.",,
544,Blackbirds,Icteridae,Bullock's Oriole,Icterus bullockii,21cm,"Song is a mix of whistles and harsher notes; call is a harsh ""cheh"" or series of same and whistled ""pheew"".",,
544,Blackbirds,Icteridae,Scott's Oriole,Icterus parisorum,23cm,"Common call note is a harsh ""shack""; also a scolding ""chah-chah"". Song is a mixture of rich, whistled phrases, reminiscent of Western Meadowlark. Females sing a weaker song.",,
